"Pt22.baseline"	"Pt38.baseline"	"Pt23.baseline"	"Pt20.baseline"	"Pt27A.baseline"	"Pt29.baseline"	"Pt13.baseline"	"Pt1.baseline"	"Pt32.baseline"	"Pt14.baseline"	"Pt2.baseline"	"Pt6.baseline"	"Pt9.baseline"
"CCL18"	6.6668971626042	5.05588975819628	7.92529035429863	5.01501132007074	3.39702460000291	3.18083291496353	3.41336322731778	7.10928741976578	3.75912386826799	7.86070523940709	4.90100684522151	2.45559025183124	2.8506944269433
"VSTM1"	0.358041734048454	0	0.58503607629208	0	0.262634002401401	0	0.917936180802532	0.106909139432112	0.133558791273768	0.457761848016375	0.160355516794419	0.303659775865499	0.118999991601018
"MEIKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0
"MS4A6E"	0.758121922650742	0	0.945759754926087	0.321292592043355	0.39330361424253	0.702041773469428	0.708251256262329	0.391204057108081	0	0.291637149803428	0.268988847255194	0.342553607704757	0.483489223764738
"CCL13"	2.31132581932577	0.521504084105841	2.13080734612751	2.93606781461157	1.44548040729291	1.99827494850246	2.63001165891678	5.53200051679453	1.51927014709713	3.71890407612679	0.545485084143125	1.13224648197025	3.65312882444817
"CEACAM4"	0.721636892383202	1.08854869701024	0.753791064861096	1.3423129486415	0.51101962592489	0.300878005598221	1.07113452783578	0.344828496997441	0.907992009361398	0.40197608224632	0.536221039036388	0.562546747342225	0.664993837091242
"CACNA2D4"	0.83917556391788	0.543290971533938	0.642576355716944	0.507321231730906	0.860093145724767	0.744627850333659	1.24186458412011	0.644165470437789	1.69507625231606	3.15574680444143	0.215255509679624	0.904369255768832	0.948823214694596
"GLIPR1"	4.15485455562434	3.49142984370426	2.89635032773279	2.76154910496635	2.1866415875027	3.02510234525078	4.15051093605473	2.95608082107018	2.26949700907746	4.95803992383967	2.35957879836535	3.07286811740748	2.1455763814941
"CCL2"	7.33338795215446	6.169508162662	6.39647292053514	6.93404464711225	4.88653307679521	5.98173508711573	9.14450147504794	6.29872887247618	6.67818461126018	7.20606197365647	5.07531655300699	3.50769317236394	5.86702910406753
"TMIGD3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"CHI3L1"	3.56747851944892	1.92858256598681	3.61258250947018	5.89108739688885	2.5092385149258	2.85161913055916	4.47622289163827	4.19282540355239	8.33365629230581	1.99531446078756	5.45630512646423	1.48054174135682	6.85359026874852
"HMOX1"	7.8958842359515	5.36078915579375	7.2220848497662	6.64544228212875	4.9389679227723	4.58267642328381	5.51989725089727	5.01635145477346	4.97558891866999	5.14140826621312	5.35354913572204	4.69062381858525	4.14967396691563
"CAP1"	7.3994018381986	8.15516228996823	7.33619410941885	7.25820325352821	7.12099985459484	6.79280330614805	7.64649750906682	7.80064756795972	6.92342257238095	7.5330259750585	6.4590102245722	6.82179948795577	6.90940110387118
"VMO1"	3.09390323177918	1.14186435770946	3.00611935925156	2.61716210691624	2.87250768723451	2.64767715266284	4.2975069257396	0.666283946646546	8.14265339054995	1.78237920746215	2.49570155753472	1.29572302453997	1.09811834722651
"CLLU1OS"	0	0.144075092670957	0.0870520390040735	0	0.037504169389588	0.0959406185887571	0	0	0	0.257480172220755	1.29689492180975	0.0361624622639237	0.197565375185107
"LBP"	1.39664724801916	4.26773054126426	0.0167709977155142	0.0247172521577233	0.708383702915981	0.0298660045975219	0.0494058430955054	0.154831521497759	0.205156006733675	2.61102715874999	8.11038934561388	0.0113872895167298	1.14748254705208
"PLB1"	1.11357049075023	0.281164094449811	1.63338005829508	0.656558149985831	0.891169512893545	0.950257126908495	1.18133158228197	0.740419452285044	0.977789127875945	0.828187575961311	0.800503188348582	2.82935437277541	0.613442071032915
"TFPI2"	2.30739937954348	0.730942482612941	0.126264282022209	0.552051899292841	0.499508655567135	0.29205256234404	4.99659889818162	0.759513373285556	3.19942578975985	6.29066307612893	1.5717763027499	3.92338691550471	3.03987622620462
"EMCN"	3.86842502595511	1.29751426234132	2.61870498895787	2.58726656745163	2.34336233759923	5.58740099785087	2.52045996555082	3.86511214431416	3.75412855184494	1.67354511755837	1.51734373137132	1.49288121117208	2.4997183503928
"LDB2"	4.3388664977725	1.8160139087259	3.43583724973322	1.46969325684522	1.72114294751398	2.07807521440631	2.62781225580835	2.77849456339384	2.96871563090729	2.36146940427953	2.61524324823352	2.50763482512732	2.65585782812741
"CD34"	5.91386477109586	3.10581382696582	5.53540136389401	3.24041813857531	3.1352179936545	2.1937402087342	4.10655351873222	5.28111771744169	4.52555526110259	3.68757024604645	2.67204849475863	3.32206730824187	4.24590632522423
"S1PR1"	4.38094411929345	4.72062322596188	3.7878398889244	2.52802364090111	2.17609454066053	2.05152523854334	2.73401045492977	3.75856435677384	3.29772554046243	2.6371499848578	2.31854389426554	2.76223930700081	2.31435864896413
"ARHGEF15"	3.00249640636549	1.22856629296638	2.60576217711072	1.26982611145025	1.25257612449796	0.767005969214308	1.55839499709603	2.40886807661085	1.68891439055338	1.35419259881976	1.00035558050408	1.08896246442391	1.49944283265802
"CXorf36"	3.48885559080075	1.66624303737403	2.85118134477908	1.23250727043012	1.23510512730305	0.776245091490467	2.42672902648762	2.9807044321384	1.72753713673579	2.07818112936913	0.928764084752321	1.5111947565292	1.54129180168906
"ADGRL4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEMA3G"	3.45478851359112	1.47298158254093	2.27015663417393	1.46256280112653	1.70273510555544	0.883957014978176	1.41706396360465	1.32660637495946	1.69654139896061	1.98328368119083	0.513707007303932	1.13750024489384	2.13468423666287
"TEK"	2.77656831371894	0.971379111831431	2.1284286885746	0.738727635299613	0.846060392357169	1.14433031105904	1.4125241201629	2.02318614386713	1.12163214561525	1.12392769847129	1.38349970899565	1.55708654120018	1.05473736262941
"CNRIP1"	3.99776660327015	3.19883042897534	3.89715812183224	3.6245513008666	4.24855381085398	3.92213599009289	4.13355941596132	3.76344344514244	4.91323889300897	3.22896179874589	4.57017448462338	2.92795237840533	2.63921363735131
"ECSCR"	5.38461799789568	3.26724513240576	4.6174130991862	2.87899992759201	2.3884485651597	2.5172000914886	5.85762027627561	4.57738954993975	3.07156533191087	5.55299947718866	3.0013293718276	3.22389513278428	3.94833452233846
"MYCT1"	3.35666711492227	1.40782586665053	2.50252664825771	1.10905627413381	1.18966644665005	0.998994090956461	1.89085327498293	2.76818432477693	1.33763688632068	4.13948995981422	1.64054458070393	1.36657121066495	1.53483853553933
"CAV1"	7.15194504634401	4.6232581989027	5.99022085004798	6.41528375081339	6.69492893167323	5.89723921525966	6.88863367296184	7.65019730535385	4.38384250813241	7.79038759806391	6.95377740262739	4.65903401292741	7.44172830131433
"AQP1"	6.70859421288643	4.72809465627692	5.26692330919622	4.72422187394115	4.43086063028203	4.72781156780962	10.5281512790768	6.8915528535433	4.41958608170127	4.51883094925974	3.31387417264381	4.46993805818782	6.10676287561727
"DLC1"	4.64040112933527	3.41028682612724	3.18405014319019	3.45888722644598	5.26388699701794	4.80614615872053	4.68117936726462	3.25833951887563	4.08386009538357	3.41798479805056	3.60944767133049	2.21109164858378	5.08227041428118
"ABCA6"	2.05542648086734	2.14850139377743	0.17540579541121	0.3784106310661	0.62332141815912	1.02466506188351	3.4033188566543	2.0304914643278	2.39655135338512	0.705820025725137	3.35527779243894	0.101009393392296	1.82148981479941
"LHFP"	5.45595019850926	3.97114805186031	4.07359747220478	4.33018907445851	4.62602729654169	4.336469069336	5.60475335786222	5.12194580501323	6.75264156258251	3.76295999762357	3.61511021003753	4.44514068809645	4.78698311958512
"SLIT2"	2.52292577547496	0.975413013702918	1.15806875919698	0.945764623313242	1.80116279581528	2.16144916540209	3.46544559699839	1.47126811376147	4.18365324448266	1.84422896082171	0.556911990717381	0.703701402069589	1.22716499163737
"GIMAP8"	3.72985182813752	3.16029903749815	2.85734507421531	2.80509327150586	2.49660806899463	3.00614629503713	3.00290320573118	2.64149631998856	1.84157868812663	2.26300434937402	2.10381149034752	2.19416744481417	2.31364783453837
"CLDN5"	4.28081901378835	4.82666033948666	3.61953626243574	3.3154032006256	2.77849981997713	2.73325128728753	3.03329788912285	3.68334836915629	2.49169663558366	3.36836676868945	2.62555221997228	1.79312179956759	4.38939128236584
"PALMD"	3.84715007660342	1.29400604824587	2.28088506787233	1.30579546142049	1.88860493833893	1.27997043229083	2.05793715374964	2.99424299574075	0.643535760478258	2.38065465246695	2.73020952844781	1.4526296963266	2.73609177774432
"CD93"	5.19143434051605	2.83050278437627	5.03280394155174	2.69457156787842	3.95086962541219	3.76035935337353	4.43044251549121	4.55839622168608	3.24836936604425	3.82165409779954	2.80341304529375	4.15726608153625	3.24417238285159
"CCDC80"	6.67366948343465	3.54468320538365	3.28865091089023	5.14495184982397	4.70585352605928	2.6616310422496	5.89804868929329	6.0620968808258	6.40891561712621	4.91448081031187	2.72684865130831	2.61290210450822	5.13501765264189
"PCOLCE2"	2.31470667523394	1.97574389536753	2.93140035189399	1.32575193553088	1.62911177832793	1.67657433200726	2.67018657986598	2.09199088225146	1.29748491571057	2.06775056270398	1.54087041401895	0.822878997845661	1.88729520102632
"A2M"	7.62728581444143	8.95465289764738	7.9100250498378	6.80387279762063	8.61212945654811	9.12668253545306	9.3709870291181	7.54151483946068	6.93715603846619	5.57671107869122	8.83339613416323	7.09975281286913	7.86835958369303
"ENPP2"	6.69703705203083	5.94138336444446	2.62012420483767	5.0197686219805	2.70278828862975	4.08644410868532	7.90649981278071	5.08517393051035	6.2317031187816	4.05947209380256	2.61991651603073	2.41439129770647	4.88163770311701
"KLHL4"	0.903549294817537	0.0648334736055669	0.49011979555902	0.0753207465148748	0.101830838626345	0.0303559263277695	0.997974838801647	0.696029880035088	0.271012052195253	3.69234907975197	1.02110656836861	1.70950239193112	0.0923134032689612
"SYNE3"	1.2094377688415	1.90627491436973	1.37555106280757	1.40581541452774	2.85953230165278	0.755636226870291	2.01679224527413	1.54181464702203	2.45166478869243	1.01932402472575	1.71126141344427	0.924660127964431	0.996526139432906
"SRPX"	4.23257250412842	5.93848105539537	6.32100718125413	4.7652960454521	5.70884661881438	4.85310491214499	7.48052768546342	5.88857766426912	5.98610370407009	7.02390956286042	1.15513718778329	6.00090703473804	7.08255357807502
"CD248"	6.27149010736297	2.05910603813508	5.61118123452813	3.30797344039686	4.49151322146654	3.49418004911999	4.94786716640441	5.07050740077873	4.75787132748257	4.03502999533288	1.00343529173482	3.15341705297647	4.64567284127599
"ACSM5"	1.12551555336762	0.454099017606263	1.22346579924506	0.872743278552319	0.63894637480341	0.452543250050986	0.197995567639885	0.578205951847032	0.239963765283159	0.626568564584224	4.70492728145722	0.733399464805649	1.76722891790504
"GNG2"	5.64947606844636	4.58211036059902	3.48757895875389	4.70905347599158	4.97391429230335	3.78557670623461	6.10523177565048	5.54747296489073	5.92278299188627	3.67457364016829	5.58790050107264	2.84186747839337	5.86297327578945
"C10orf128"	3.59859150202125	3.86090322215974	3.04503051351562	3.54356517071759	1.84632281012498	3.2238758309617	2.91214301247559	3.01995627597711	1.57059893626881	2.30099200958279	2.76669268080196	4.57135219740407	2.52414142671799
"ZFPM2"	1.46239527812023	0.910044915684071	0.680372520897874	0.188421181697197	0.573734185818342	0.423782527100639	0.560754566913128	0.831784435632484	0.766908895234948	0.443477757888946	0.511972464219599	0.487218263059326	0.437511668304377
"CEP112"	2.39088225810938	1.15977770989438	1.88051117683302	1.66509710651767	0.574193566296722	2.11467352344006	2.22554795474157	2.26035843136205	2.85269603782927	1.78336445303816	0.846540251682062	1.61195608654167	2.36018305030237
"GJA5"	3.33188289147848	1.7533991558197	3.27443909810727	1.17546711569285	1.01986200735208	2.00040389806836	1.92022468956837	1.55592165441292	2.00819642753196	2.03404663960583	0.94753599982339	2.15967439041868	0.791072220627142
"CCL23"	1.37850884883752	1.02028527857096	0.890263401370324	0.446982953352818	0.488148375930597	0.632691654155011	0.935306229341707	1.15684961255475	0.265494506680809	1.28436902730796	1.84211597286954	0.0910992772491963	1.90954271528122
"RDH5"	1.8001005678003	2.35880133005796	0.480688560709961	1.15743506087271	2.02416894728207	0.0835669664921888	1.18037704428413	2.25748590490512	1.47003180089408	0.730888588822681	4.28744274350463	0.578688543778941	1.41735026835632
"FOLR2"	5.58494146126506	3.83759009149372	4.46508964490816	5.95656782619333	4.00956216295198	5.0244526648655	3.7711883538963	5.28084870139128	4.57898700333258	4.98017385909421	3.61923691827627	5.78630230440277	5.05950886731107
"CLEC4G"	0.601453115435371	3.06160513737508	0.269267191271197	0.607434006503575	0.911024624625798	0.483926159361424	0.304446790802532	2.27770212986956	1.28156769698004	1.13289265467799	4.43832612368258	0.0312825430865092	1.88042301511287
"NES"	5.91392818145052	2.3501068179538	6.94097715766027	5.44311760370943	7.35015244420105	6.77428631141561	6.33081113634215	4.31168111631454	6.48543487790135	5.98489120932559	7.03406711467474	3.37679184943911	7.25370096306309
"ABC7.42404400C24.1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAT"	5.0325350854536	5.6906713048325	4.30237754728104	5.39278450555411	4.56840611086244	5.00448341461463	4.747908308649	5.15118706374225	3.90118549369274	5.25830597203139	6.98854268224024	7.55841305969377	4.76177991804871
"LILRB5"	2.47532358252411	0.416566306380221	2.57955911963561	2.75921123904518	1.85401161051868	2.8169815759705	1.02085916402817	2.65293271486695	1.09675436364012	2.29468249859352	1.92144394797226	1.94786249208042	1.7174516055631
"F13A1"	5.51537815238074	1.14318441196844	3.64567284127599	3.71406413888836	4.90729449367688	4.60629416069771	4.690958982206	5.51157714813418	4.87004901843666	5.23640077280268	3.02315065107504	5.30640078546993	4.30834631186256
"HSD11B1"	2.72457824431268	1.08507107785711	1.42135258045596	3.32842361174683	1.64163619470993	4.35706281288289	2.53547943937354	2.28447859844601	0.622715804341894	1.98039644019337	7.37366560986751	0.105357391215579	2.15620566854808
"LRRC32"	4.56983434740526	1.76425272425604	4.05208109301658	1.77569955555464	2.35770400740482	3.03474042840515	2.72348211080696	3.68613070163967	2.14254740786317	2.8302441671747	1.7421118752438	3.23625074578191	2.94783538070264
"NDNF"	0.603686395453896	0	0.25112038248159	0.184656076262115	0.264384497152901	2.47688582981427	0.171276910457202	0.218043360638493	1.29859966823261	0.0424709934889017	0.0753918802445404	0.0784313994459855	0.536280728570352
"RGCC"	4.50600522322515	3.86191567460193	5.29034698816433	4.60216585079121	2.81477496193205	3.47338820001887	3.19123652307391	4.16704073762916	4.57581452384426	3.59132635861184	2.62786944075287	2.91081803162347	3.82236305515708
"NMT2"	2.00150863062168	2.53822028874173	1.47439191155489	2.00828966843925	1.23995093815371	1.19788740266204	1.47693895536842	1.09266751136689	1.68802365705471	2.90992379695085	1.86556452906227	1.67166249212003	1.78132613768573
"HIGD1B"	1.79803806874655	0.267449503448106	2.09140534198572	1.01866835407076	0.479860179846826	2.47153865989197	1.22902796227767	1.13392185352461	1.14757371919983	0.915437147435847	0.790432589328978	1.27849926634888	0.60019504737909
"COL6A6"	1.08314867958745	0	0.362593883656498	0.0860843921910556	0.11383922855634	0.567760570338463	0.0159681954320033	1.98950962699891	0.596839754437785	0.433470671916273	0.0827984933482801	0.147440866436894	0.682162902354891
"PRCD"	0.731359656745408	2.03604961789138	1.21422429813182	1.11761526009284	0.524214157675811	0.188005854408809	0.676554474211466	1.3822549952652	1.96285992305417	0.318440061754401	2.30877878030062	1.92394211194361	0.0257426632731011
"DMGDH"	0.586921311998705	0.0819771087080617	0.0644508749192941	0.0883343731050769	0.480177213226765	0.186722396152213	0.374407983734753	0.243152347646474	0.0907358426267659	0.342893192979345	5.10392769846504	1.41245908421955	0.986385084838015
"TCTEX1D1"	0.318429649168308	0.0513265751857302	0.661965714296017	0.321487717155822	0.366304866826605	0.541572823633723	0.793426904439415	0.478876571078093	0.268315811028468	0.417731019661531	0.637554141615196	0.602467807487376	2.24901140539961
"FFAR3"	0.362256659919869	1.27612142680398	0	0.205559545633869	0.279624026025518	0.360073741609901	0.214958467048321	0.113553622133172	0.312709313311134	0.655040356062623	0.609470838613627	0.125225834048177	0.236495067516693
"CH25H"	1.62849132652297	2.80569074130899	2.07578076022084	0.947342612752355	0.242350679175415	1.10520872342818	1.58056761602445	2.03470345823066	0.526850059912433	2.27390672207439	0.627338350478807	0.510035259660135	1.72531144637303
"STAB1"	4.75531223317651	2.87328759160782	4.4118532961783	3.61712801092071	3.7794751103261	4.49586461817966	4.89986683682616	3.92443248449565	4.65774860336197	3.72722343728799	2.89729561486637	4.5083557552905	3.68846573550785
"SCTR"	0.0381521099347241	0.254620647390436	0.0781306328180133	0	0.0301853380008226	1.4793780314619	0	0	0.339034738933179	0.0345317633662627	0.346387355523019	0.0102036480600196	0.0577153224698209
"HGF"	2.46401733926471	0.515738688040524	1.268748769822	1.14352729771582	0.679954745499085	2.98081865575886	3.75918247120282	1.25158276852369	2.36515219515416	1.43463356476458	2.32951256908026	2.12027396370999	1.68095216393243
"STXBP1"	4.59356591641717	4.57808733221882	5.13832710028872	3.67403121412863	6.06090880805853	5.14895036931674	4.81167139092748	5.2518364724666	3.08583252367496	4.18435964839982	6.0924791443239	4.7394349965141	3.70628188585102
"CPM"	3.68163479093944	4.13606831219318	3.43731697227559	2.63647033817147	2.36633760291085	2.24532832239563	2.30566123470108	2.45638168743435	1.73600732647896	2.67498371446924	2.22432433859556	2.71494553580197	3.07055763249526
"MAP3K7CL"	3.08211071093954	2.14375584294813	3.5118424537981	1.88380065323883	1.1105216036936	1.9086284768783	3.00644076015684	2.19456146187652	2.53446755236638	2.51354127692876	2.19987646683658	2.41994737255624	2.84410741221733
"SLC9B2"	2.04357198615982	2.21203075668828	2.02634682259794	1.95622024772882	0.460174808589321	2.37848249161744	2.49863128030939	3.09283915553746	2.31848749591784	2.00221644017327	3.29321449283182	2.73468577830797	2.56003990872047
"SERPIND1"	0.0595048006397535	0.118286758693073	0.0251461903532057	0.0200085657281771	0.0269758627072041	0.0119794616628766	1.20515788392009	0	0	3.4794375327354	7.02780096897007	0.102329985894993	0.823784408406141
"SLC29A1"	5.7706625716156	4.6735620771728	5.63958816163818	4.44111492378999	6.55491265433054	6.96310993623461	4.93472878576058	6.64453409714819	5.37378739372261	6.41943523621886	4.82011767849237	5.90167545635355	5.17236949963706
"SUSD5"	1.16787170802916	1.33133260113068	0.748775929472163	4.12193959049581	0.146943862576279	0.18922870161027	0.144892154575028	0.365502180707344	1.81242839925749	2.59853671765624	0.237009293857365	0.725550965574138	4.20798262694852
"EIF1"	8.43102115416736	8.51321831958983	8.25329913304254	8.24065301757756	9.03819608930504	9.13240975920369	8.27009204985455	9.03215182381091	8.69127940960567	8.71943160485813	9.4753716987322	9.62381931930585	8.27542615808425
"AHSP"	0.0618959622205218	0.481196626451788	1.30485853175943	0.131249676790534	0	0	0.1250817132252	0.224968216586304	0	0.0499331444298695	0	0.570831572656511	0.641379092214944
"AEBP1"	7.54389795079745	5.31560607921982	7.8861812569872	7.22162095291263	8.4129000517522	7.31784671372779	8.82759358590432	7.21146491212916	7.4285360493324	6.06932838527958	8.43628470774174	4.82128417958995	8.04576785073526
"MMP14"	7.96094603791318	6.66689858244059	7.47138258177775	7.36659761155744	7.46497451316581	7.09959503321942	8.13182095707475	8.38794622548119	9.39720613551728	8.8578426265757	6.95391123360617	8.84180019140179	7.14179550367345
"CDH11"	5.93775750691946	2.81976013704873	4.02267851388606	2.80555558413258	3.30571959567879	3.1129919779477	4.04026122306443	4.78579900030328	5.1701854645336	3.79114725656018	1.1261865581861	4.01043075740116	3.42735408136464
"OLFML2B"	6.29776918607915	1.93924538718892	5.01728724976874	3.11178418936149	3.48277085549664	3.48665517112746	4.53651921335343	4.73903527794461	5.42581845674679	4.3846611643644	0.948367605400348	4.98450504638875	2.86503392775428
"BGN"	8.91533117005452	4.23392639658671	7.36263645184852	4.93874920558146	6.84336207529479	6.20862845415909	8.44529425041838	7.41675109044189	8.69848590220035	6.93319491996043	6.04916787237217	5.68778577398598	5.86852009716014
"COL6A1"	8.55888750457438	5.18326417778389	8.0924373873562	5.49239961392254	7.00131811110958	5.53426863871348	8.07671941417531	7.25218287669324	10.4285800151395	8.75788165872874	4.15325003478358	6.87227471735411	7.05374129161771
"FNDC1"	4.75294657380299	2.18958738403647	1.46560101275059	0.764661227146469	0.88679867135096	0.69595729999558	2.51445180100417	3.21269228173328	0.780077401077809	3.33247593821752	0.577765246441413	1.09245779027876	1.33886364605831
"WISP1"	3.3015459453832	1.22574382211152	2.46564541417627	1.23336044766477	1.27322344204043	1.71201022016379	3.03623516622876	2.41738807794414	2.34699942521495	1.32775920974967	1.15099826717708	0.978281676185267	0.612371844656206
"RUNX2"	4.05031013801341	1.97466146170226	2.68091391826902	1.54172049929186	1.3486969987625	1.31940116685832	3.4424817595539	3.44730808722445	6.29481554551627	2.91837478444027	0.824026869018487	2.25306497999433	2.66378066411928
"NTM"	2.02228258052684	1.8797214476649	2.56605525627721	0.618983777258072	1.04519481146415	1.28592889136743	3.98277458776061	1.47171292716667	2.0892201611979	4.94168383690526	0.631835342052982	1.1902324084257	1.53557772759488
"P3H1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM26E"	2.24714520880389	1.06433794511549	1.6625564443845	0.502191061455324	0.961742220719846	1.10434672509386	1.44405742324647	1.60645644180583	1.83180024136785	2.40688220081603	0.877183158210372	0.744676067311939	0.68136650194728
"RCN3"	5.59845453720786	3.05224198118114	6.73930807086039	7.56091361701955	3.88881629489918	3.37668212521728	6.41769305030554	4.52413891868853	3.38468533702273	5.20995042490464	2.09794952053156	3.43452281531574	4.43140232682689
"GPC6"	3.17679587988085	0.938483784192134	1.55882109168312	0.459063290925577	1.47211860225925	0.434499063121937	3.53958069893295	1.8973914649342	3.9765102808885	1.32985839407134	2.14033040197877	2.67699850145449	1.05013597099955
"FBLN2"	5.73986700015282	2.48416391640539	4.09808262905459	2.58142838168368	3.61497480458628	2.22279374388251	4.10881296693629	5.58731097887979	4.3202608190779	4.68911461797246	1.13377393082273	3.42653984706239	3.28573067203369
"CCIN"	0.508945800233838	0.0576930057823902	0.266901651924956	0.0272494729267782	0.13398338490181	0.0159199825512486	0.24450533361009	0.242665303332116	0	0.828623864548636	0	0.0548166019371785	0.088146347033016
"AXL"	4.04911667247023	2.03767740832715	3.84609710964167	3.58723295789451	3.99628478911221	3.27329954382166	4.80863474606846	3.15816734539317	4.30675073651324	5.28741503831633	3.15105105150064	2.72958431037019	2.40534163914429
"OLFML3"	5.79745661618661	1.96835990709735	4.9322501913294	3.3176680250605	4.04465203268935	4.48405754946953	4.92399533873386	5.72378515928594	6.38060998076219	5.79988642275458	3.67636897114402	5.32394645542167	5.97421839288528
"FKBP10"	6.27388323037111	5.6279248729743	6.91936988003252	4.96810688432772	3.50731260441194	5.28505260039685	6.80560201359801	5.44098374833586	7.9708421532181	6.35704609296771	5.84063443359398	4.41621146543446	6.55367459939655
"EGFL6"	3.28352845839781	0.112215572706683	1.36568693883572	1.06974340553683	1.27744028747772	2.79232439285756	1.61092443242221	2.31528798186519	0.472139403035531	2.98849928286669	0.063711531265165	0.406532860745112	0.817422289396851
"NRK"	0.708825103965148	0	0.00529479473049553	0.0171102795492506	0.0276378183056809	0.0258082063909919	0.0272065765397263	0.0360383611107195	0.0115342819374569	0.111913557833873	0.0257637082528033	0.805876432810112	0.259643697822835
"SLC6A1"	0.829560991978764	0.0517383501044483	0.713943426918729	0.179942201973541	0.121395757992798	0.780545279065	0.405130296037705	0.0915169175795797	0.370635242195724	0.161195022505596	3.78149610733547	0.203172960046792	0.253347320731531
"SLC12A8"	1.36967027523228	0.916588234016543	1.09537085887194	0.58551831213079	0.346093991902269	1.1348714846786	0.828727839378976	1.83732971384165	1.35431110019902	2.47989017946406	0.898754750809156	1.03540924888972	0.426635110724741
"GPR85"	0.955624522846082	0.603502675872351	4.62367375622866	0.557580169391176	0.354853260927433	1.99737912934053	0.795825950808492	0.979996775187867	2.35829497715825	0.532916856073061	0.300621624747431	3.37780258638868	0.491912085320913
"TMCO3"	4.17796163032938	3.27570289059676	3.61215784565292	3.58272458857747	4.24023417738275	4.22501265393813	4.65304281475589	4.23973789950693	5.28886791933815	5.01430842248202	3.78632975230443	5.62341916840774	4.11106470772076
"IL13RA2"	0.306215568692621	0.213348526105985	4.24737690633179	0.633091712756492	0.0752567300061077	6.03611865169552	3.54686359977061	2.00305887514018	6.25011647050721	6.11365362248123	1.10070455232775	1.99959598882435	6.98715029763716
"APLN"	2.75509801341399	0.17663042966126	4.31370659880546	0.969763492553784	1.40754582275929	0.557738957251772	1.83565531191027	1.6583691707006	1.18881234104577	2.37484613202617	0.220012898643373	0.865280246062656	0.491034695858101
"TRIP13"	2.43826889518953	2.78754112227622	3.79945518785796	1.63251484873039	3.23949427913128	3.04590422392083	1.70584744519833	2.64974420379248	2.31985489589525	4.80394510487714	1.48201442765017	2.11901580031543	2.51279323228536
"SCARB1"	4.50604649365108	4.46941064193944	5.89320079658598	5.54717062854647	5.84929124474895	5.31736919658369	2.45266132171865	3.26886177882746	3.18175614872245	4.80525633617401	5.99624862828304	6.01431511836025	3.74051746156171
"BYSL"	4.02336182033038	3.55925929908527	4.11892446606631	4.0906586873435	3.533089847277	4.31087812226639	3.57362295304237	3.87904405262874	4.24936948761749	4.50165569240028	3.5807424629378	3.54537535887256	3.7577113503577
"LCTL"	1.53986354285487	1.03744548130005	0.58528899375201	0.147332621465064	0.59503382493296	0.191362023815785	1.60608447121381	1.16734829261034	0.678657880954713	0.772649603209254	0.142086106664993	0.721114504440541	0.485228958281886
"CHI3L2"	1.36258771221634	6.53051714430859	0.621667908972948	2.62538973476589	1.06330274585113	1.73389443659492	1.21210237168671	1.39030173823517	0.971874220841652	0.748364620726297	0.340576510763038	0.320049059880704	2.85682338990688
"MRPL2"	4.59461721924457	4.38484417584532	5.30066920915036	5.018518454817	4.03750083090961	5.14293821872773	4.33722226248605	4.5465271816762	4.86542397831313	4.92666603640802	4.91233370186115	4.05934662418931	5.33155654017469
"SLC39A12"	0.0389569750075037	0	0.261662592421539	0.0341104680228841	0	0.0498079225861811	0	0.0821294844519364	0	0.0905162880929004	0.0440269810803304	0.0666118078864034	0.0175449769457885
"OPN3"	4.7934823616621	3.75877220066014	3.4561615226148	1.43048868131502	2.57424201562544	1.77052462111637	6.46085312031102	4.15673637689954	3.95375878168129	1.35387936973987	2.30116179850902	2.64938667892209	2.78021454620755
"ART3"	1.77256346477584	0.305095010666697	0.122645752928883	0.405844271679069	1.04166423254287	0.0370556193289456	2.34296001986391	0.247117554547745	2.5704046391397	0.422600087566095	0.726985938868409	0.102339863598728	2.76376848579188
"RRAS2"	2.80629724508151	4.32398247192438	2.27458073371106	3.94950225023489	3.24916238734091	3.88775920232185	3.21644943271641	2.85718082374033	1.9012472912572	4.95906068663804	3.12470943920352	3.83607560989244	2.84025071653987
"TOMM6"	7.18257312725516	6.71051717705825	6.76496445087659	7.63716462389378	6.5842875823833	7.41995596559345	6.81858217748086	6.99236624159539	7.00018032561	6.76298656488058	7.24365956146332	6.58801447757269	7.47777040688403
"RASGRF1"	0.385712645868344	1.00095186464619	1.66046774951637	0.393398626614487	0.850350585962583	4.48425416098935	0.107086967145829	3.29363165841043	0.0498635316246637	0.486234510262975	0.266054890079012	3.88662330444719	0.553839192214794
"SEC14L4"	0.0887890357096496	0.0452217964871354	0	0.0356820386134876	0	0.404161970603662	0.546571013065108	0.0255462995261337	0.113218675907344	0.0207557108412779	2.41249702220946	0.0584701439561375	2.34925910990445
"PGM1"	4.22312131342042	4.54391032032443	4.85112436288675	4.38959778532186	5.55868091065947	4.54822698710922	5.46743274236172	5.02237003255758	3.88164504394954	5.02961631718038	6.39722025684158	5.10572207204812	5.03867980024953
