"Pt28.baseline"	"Pt1.baseline"	"Pt22.baseline"	"Pt10.baseline"	"Pt12.baseline"	"Pt13.baseline"	"Pt14.baseline"	"Pt32.baseline"	"Pt20.baseline"	"Pt23.baseline"	"Pt27A.baseline"	"Pt38.baseline"	"Pt2.baseline"	"Pt29.baseline"	"Pt9.baseline"	"Pt4.baseline"	"Pt7.baseline"
"PIGR"	0.0119124986910611	0.00282497945168545	0.00597246892503941	0.000999572860031455	0.0733890432747311	0.00504930506906731	0.00153172439217842	0.0104710714227499	0.0188034526625654	0.00389956126939027	0.0129625850680784	0.0132079738340813	0.334226502817259	1.21534930816943	0.00497484107885294	0.00101746041866266	0.000590687557741758
"PRR15L"	0.0885554520806127	0.026453710277705	0	0.00151918897328467	0	0.00734789622136485	0.0106447370073486	0.0102624078089384	0.00415781892315166	0.0128278056687954	0.0187583000532557	0.0323063661151788	0.0694112753099185	0.591144516718748	0.463788367335117	0	0.0200826752310587
"MUC13"	0.0034492632953277	0.00150056074067137	0.00375183444108386	0.0131210157530106	0.0580540623712924	0.00177409044806265	0.0245678675132517	0.136092560274637	0	0.00552314946181274	0.00168752180218505	0	0.0239224344167552	0.00445480787209268	0.018945215037281	0.00221363402039518	0.00238585464872651
"TSPAN8"	1.56365257100407	1.21301848583652	1.67629396665483	0.107228487592303	0.388373141699134	0.117980830452293	0.579042590210568	2.56660640384966	0.16547462246193	0	0.545496974974113	1.80577809083442	5.74466507332153	2.8812554144662	4.82779568825739	5.64274445756201	0.279928004098185
"MLPH"	1.22862497931657	5.53719084743719	3.75263286311831	2.4255906449273	4.40106993164207	2.67940163574797	3.84198818438476	1.79635719528796	5.92478020169348	4.23595252440334	4.33859737077923	2.14306819378177	5.38045716515946	3.60187554062132	3.31130889054728	4.59475559834294	4.64659878957933
"AGR3"	0	0	0	0	0	0.0110611028307989	0	0	0.0962528636214863	0	0	0	0	3.786947316911	0	0	0
"HID1"	0.0605795453736466	0.0952602969304082	0.366389206368347	0.175068790298226	0.0284527666253521	0.0506747655998207	0.0771226190003325	0.0619236550417613	0.249578739804388	0.0451296037032201	0.0370967943615488	0.0912525641573364	0.0503786124296285	0.200721861599916	0.127337795038334	0.0757342823030585	0.0559666706654628
"MUC1"	0.595933645221869	0.0851119388527578	0.191954170942237	0.268881663724168	0.0932858158922569	0.646046262828644	0.144966086223706	0.33878532669082	0.712669995192904	0.260981250204756	0.327901677610352	0.133120886964762	0.0955738895926431	2.16007990990627	0.201597380835184	0.299365751059695	0.300970179191621
"AC234582.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EPS8L3"	0	0	0.00268616453447155	0.0427392883364139	0.00375244523396514	0	0	0	0	0.00430030959723393	0	0	0	0	0	0	0
"CEACAM6"	2.87987830114824	0.0311989058872805	0.00383172693866489	0.00575533350243797	0.0187795625063393	0.0122466743878704	0.00243814712922088	0	0.0124859020903208	0.0279555463085918	0.0400610008520087	0	0.0369686492420807	1.86874306474158	0.802541255132232	0.0152096404663148	0.00497812878393089
"IYD"	0.0108972736867714	0	0.00118908354320982	0	0.000728062878867036	0	0	0	0	0	0.00104102539821636	0	0.734430303213853	0.0171673167387006	0.000892143970914275	0	0
"GOLM1"	1.24608117031482	3.40901098673615	3.48570776800447	4.35320423395669	3.45351392449891	4.07086630904409	4.03981070958064	2.02926208348735	3.68039638458772	3.66926816477389	3.59494003553506	2.96382348341197	2.28493644770557	2.97446283465092	3.63717277925477	3.49349911813069	4.15380135883273
"CEACAM5"	1.14146957361729	0.0035875559310995	0.00205496321311714	0.00146204171542197	0	0.00123487388024987	0	0	0	0.00589440730913323	0.00419696436013057	0	0	0.0139439167051274	0.0760274703930625	0	0
"GMDS"	1.19951719056614	0.607911601277036	1.27095461920844	0.981638789725622	0.393394343725938	1.33450495173592	1.30118318975229	1.34333173975263	1.41601263636958	1.30148979155739	1.34580747396456	1.26795745996394	1.16229635667455	1.07695635864993	1.05561891303824	1.0544060085677	1.05093407102545
"VSIG2"	0.174014284078235	0.0353397136117321	0.022147461008662	0.0132210353923765	0.0328653940868432	0.00624712332004892	0.0730135580275066	0	0.0370707613134475	0.0322785908877962	0.00377004496362057	0.0149120227373089	0.291589183960159	0.708147826262369	0.190557241071138	0	0.0120364535931146
"SELENBP1"	0.396174468827458	0.399563349730797	1.80254575071706	0.127582019016252	1.74483565550321	1.12909041463687	0.466060352052542	1.21752193683782	1.42529391942831	1.55186774533669	0.162094961180538	0.936400076535627	1.93942268407457	1.18067844408637	1.828998898306	1.93534446720937	1.55476532541809
"GCNT3"	0.0831909530582546	0.00203242157293153	0.0189170587779509	0.0178477278659451	0.758430630918645	0.00459205111742206	0.0113828559193239	0	0.024873739413462	0.0437738714637225	0	0.080301767779716	0.0185903088263768	0.0145696029585183	0.00815122385182283	0.0054082131375356	0.0136225760181278
"CREB3L1"	0.0772779900447101	0.282926551373111	0.828243728076439	0.187420946326349	0.234103178613336	0.284998065524238	0.913798734011299	0.128048157515562	0.0759291146378666	0.40266074228041	0.287119724721481	0.04162660841841	0.0330172607464008	0.232544113386347	0.121233120843627	0.0211979507046458	0.0400033915773737
"B3GNT3"	0.564009954329476	0.0898249273867678	0.0222700743382157	0.0333570443340234	0.00894348469052249	0.069372295897238	0.00638507971871135	0.0300742803201962	0.00842874211706999	0.00524781630721739	0.00578493197011996	0.0403055807642839	0.0243157087507066	0.0372761423125579	0.0605856016794368	0.00279091457653971	0.00437933115492683
"MUC5B"	0.000352808905579672	0.00204488473676744	1.18265900209393e-05	0.00955899708402384	0.00764638161221615	0.00100264817006867	1.30316244837859e-05	9.11687069098632e-05	0.00011130413091117	0.000717066348711104	0.000128618106501782	0.0010978570530344	0.000619568148016932	0.00148572609492197	0.00125558578954601	0.000128956561069995	3.18447102372124e-05
"GJB1"	0.218579508709908	2.47792290446137	1.32050220993724	2.33423731288668	2.83449824474016	0.774312980385899	0.000924833797044112	0.0487658163395404	0.851807110798609	1.9591215135214	2.75550851854231	2.21841558392841	3.46552603186726	1.20091932169613	3.00480881898817	1.3163752347976	4.57023104893441
"TRIM31"	0	0	0	0	0	0	0	0	0	0	0	0	0.00446714498804052	0	0.00221716520877897	0	0
"ATP1B1"	5.16088382661128	3.20402280307372	5.00060010078645	3.40839058751611	4.1426573722297	2.75165965033817	3.16890526188773	2.40477140057386	4.01660503220125	2.28520990024799	2.93065440483002	3.95233802013819	4.4426051628261	3.26369397119106	4.93184901891131	6.63023874475711	2.94011913832669
"TMPRSS2"	0.214178338597998	0.192501739883101	0.129943991632796	0.277499723805699	0.459784836851769	0.0282617367393935	0.00435217930716573	0	0.0828272415222576	0.101761359096401	0.023672824340897	0.0240646825513953	1.41288386465004	2.15819962205124	1.14881859189315	0.10486200303683	0.433339828368103
"NAT1"	0.17322247945584	0.341118598898555	0.326476613095051	0.0643032561747184	0.22961488556235	0.274209449128687	0.123782195778484	0.0410710451144721	0.221310152216003	0.234890579772821	0.21487906629287	0.18880623066953	0.381952756533787	0.0813286565239505	0.296682054296586	0.115713118990157	0.178457076520889
"CAPN13"	0.0510217520169339	0	0	0.0354802523483678	0	0	0	0	0.0184219525574012	0.00587094982706565	0.00468265598830186	0.0179837105125791	0	1.27589908141444	0.0126317358759997	0.00503628879983795	0
"XBP1"	1.88183385555576	1.71644928564614	2.59839989766238	2.57172927137351	1.95531425217796	0.839066172561675	1.14994931451216	1.80082401354555	3.03132568633713	0.851570357460117	1.57603738310262	1.7611288595438	2.47640485647436	2.6597834723678	1.70154817141615	1.19319737072328	1.22072560420649
"SYTL2"	3.19303746001139	5.41604413565267	5.94892045170703	3.73529130253637	3.05574178067457	4.94414519031921	6.07811346957953	2.59921592711862	5.05807627074315	6.61080308311105	6.37585044401941	2.97788182947116	5.29800359417996	3.75856869137636	4.55834202649147	5.37094096970966	7.26592405208467
"FOXA1"	0.014857069453737	0.0498037323238669	0.00267614505771952	0.00711866287614705	0	0.0141031622428926	0.000656364458476736	0.0478684924668117	0.00634108057662064	0.0324440101719318	0.000919652137924102	0.00770863009199594	0.69295973696419	0.382186632745076	0.107452448615965	0.000985886665669096	0.00130008296151897
"HGD"	0.100253362769113	0.00160205115807119	0.00395278007968597	0.00469535431083519	0.00254334447777107	0.00645371501734209	0.00132812142274481	0	0.00176227663498522	0.0042540931490129	0.0037170850229229	0.00743004737288171	2.41577172929305	0.018815606278299	0.00163158055969566	0.00455452262493966	0.00153197736284322
"CYP3A5"	0.711276355889542	0.049922615703662	0.0394685908449678	0.0225610788340273	0.0110951804357695	0.026889698059797	0.0118791743468651	0.0397300745540825	0.0198012774315154	0.0359274772876692	0.00951585111256537	0.0273537960945234	1.36547227667548	0.0528069226795331	0.0598607459015353	0.0637861289791196	0.0110581950998452
"MISP"	0.165583646336837	0.00321676740836772	0	0.00779764027152297	0.00312057151286227	0	0.0586487501802225	0	0	0.0118466507484302	0.00821312265849223	0	0	0.122811749720328	0.162120533063515	0.00210550336381629	0
"ERGIC1"	1.90299045870992	2.68529078028171	2.59235253124953	2.90419649554819	2.76952939698968	2.75753036484373	2.83403772275576	2.24616892734891	2.0911768464309	2.50553338509229	2.90350781998852	2.84792175410605	3.00094281153242	2.32762145526013	2.24974565327999	2.73150758915401	2.39586906668307
"SLC12A2"	0.151233238035668	0.521285949703035	0.295020312410237	0.376212072951518	0.476209749204891	0.388674051634358	0.207474257037823	0.143812820138783	0.143231191850691	0.193179759107487	0.450845989486673	0.242554155666817	0.261774587459653	0.289404745085371	0.809953029797169	0.188534618771126	0.218541529987555
"FAM3D"	1.39812782916273	0.00918395065121466	0.00659994628993911	0	0.00382990403472426	0.011927640160636	0.00478768265763341	0.0249344188363887	0.00629776057384772	0.00817853054780451	0	0.0445881501446404	0.00493385254682399	0.0161735629274584	0.0925880333220925	0	0.00550116290453129
"TFF3"	0.32784017779264	0.278989910940489	1.92138295685426	2.12731304892502	0.196518585810634	1.87115008090129	3.25996483105776	0.53790138495158	0.551224451353232	5.06079059107007	0.0635284519033017	1.35513895435387	1.26938939703508	2.40114780226731	1.00671847238163	1.27516789487143	0
"FAM107B"	0.705361374238053	0.730288418492803	1.32453845443356	0.944651915424172	0.730863793479518	0.814937954182799	0.57930403245057	0.49405983744423	1.17481061767461	0.959561890180113	0.697459498689778	2.43716443298233	1.41598977485786	0.815134419538095	0.46846476872234	0.776628022912602	0.941954013386942
"ENTPD5"	0.535355269882152	0.546146436037035	0.605159399592404	0.532180193750989	0.911815414450575	0.706410383805691	0.429502036217952	0.349444859161106	0.389249428662436	0.226272309690288	0.641147025189049	0.278913862649149	1.91818136050901	0.633266718157419	0.529539543844211	0.6672159492263	0.286083839234719
"S100P"	2.87605080097003	0.0342028646198377	0.0530581004129414	0.148267796876234	0.0476097652944188	0.0126618847977807	0.0378578541953153	0.120716967586967	0.00764155745235198	0.736687506518966	0	0	0.393239478126987	0.140278069815505	0.77195763279276	0.547556544550986	0
"FUT3"	1.08659132347557	0.00104538475724057	0	0.00515459278832051	0	0	0.00244366620208129	0	0.00328848059152884	0.00636942936471401	0.00222839909144368	0.00638655862950062	0.0058484383578819	0.0416789115138645	0.00860805794901642	0.000574699057011366	0
"REG4"	0	0	0	0	0.00611454469521802	0	0	0	0	0	0.000804729451555516	0	0.00142716016809985	0	0	0.00373173143137385	0
"GPR160"	0.0653828162606602	0.211183702275107	0.368013374854181	0.0888727460612554	0.069957132716755	0.225783688876729	0.133006069971241	0.0562733502628134	0.371402288154976	0.37974129451278	0.352589759506628	0.560945598592418	0.241253720330366	0.396478455696198	0.14861049253849	0.0910515062421524	0.260549699982979
"LGALS4"	2.05491650658121	0.380427319437944	0.526597087547252	1.08295849397739	0.414803435323883	0.061707995716131	0.170309044014982	0.909376435162807	0.745952063130928	0.378952564022647	0.15019225912897	1.56153759045766	7.31588937275317	1.0657421643787	0.931522224107426	0.26293836945524	0.137920747980048
"TSPAN13"	0.507000197047306	0.433474519100641	1.01535042696072	4.63529302829595	2.12706393471253	1.18709860430642	1.0112631457231	0.474344740750057	0.722324272269954	0.647124247836509	0.438867031525565	1.73794507868304	1.00623500117933	1.15749504806386	0.531075792519852	0.877058034170735	0.454803860121549
"ABCC3"	4.52220230991841	2.23384159032614	4.07414949627012	3.2904517216359	3.66360001353614	3.72612031775744	1.67917148590687	2.41343086228446	3.11311092335703	3.54766344203908	2.02994557542786	4.25952520605508	5.4278335157479	3.32022923840747	2.1579105503433	1.32643913575341	1.85478950641038
"KCNQ1"	0.151998182280546	0.268675911115787	0.460475336867895	0.162703657906858	0.157098224044757	0.394884191433273	0.302115069712579	0.217986241042855	0.340943141615387	0.68009407559036	0.437370875384741	0.356058525552033	0.198222643181255	0.50116494590318	0.215006149078448	0.189678605016083	0.37724544040788
"ATP2A3"	0.545807448453169	0.424591269511562	1.13346858645607	0.622780911552851	2.24939071150268	0.503495054677726	0.25908832718584	0.376556985777044	1.86158560950814	1.15325390086368	0.452261483192393	3.55864781890995	0.280996282397665	0.644790333182407	1.05909109774989	0.265144913120387	0.551170464981515
"TTC39A"	1.30122498792182	0.0871887465091575	0.0150486590081067	0.0192306259400705	0.0103770215254001	0.0149956295402518	0.0248487231177276	0.0112391850685213	0.0729338134223847	1.95169685505977	0.158399434426673	0.0944778229699428	0.0113908950950168	1.33373297528031	0.578482793794713	0.00300791382413839	1.60287791437356
"GPRC5A"	0.641143271420564	0.0279242771008739	0.306499602847608	0.352740113849184	0.237149829243565	0.0387943771543463	0.965878242027113	0.0277068357537616	0.0245534397262977	0.454942920675185	0.799913791222479	0.00713543550308171	0.00146151089953192	0.7859941849704	0.180615437628864	0.172166066455062	0.446254139798848
"TMEM45B"	3.03833187973311	0.00463586279929572	0.00524827946717909	0.017075772471322	0	0.00886805736916962	0.00904092002607214	0.0118993918669897	0.00450855784155819	0.0120921942286036	0.0112717271437733	0.025420435419913	0.89074554190426	0.204723974739347	0.0433822166583084	0.00451517524624488	0.0073965072635938
"CALML4"	1.30176332842046	0.842085822335046	0.93969042333451	0.433094428585828	0.777299489090312	0.710189118768189	0.688206079312201	0.752322211545679	1.29011559188964	0.853787441434576	1.21940117120133	1.16503644643363	0.725817616497843	1.01275441014425	0.923541266852829	0.794132392459867	1.06405506444148
"HNF4A"	0.0161009002386087	0.000505051511543179	0.00250278534467203	0.0021365914269724	0	0.000881634813840223	0.000697021109626495	0	0	0	0	0.00276130163504473	0.676899186088055	0.00778366322388656	0.00136886082877154	0	0
"TCN1"	5.11460184735613	0.136311332127043	0.801308758066068	4.04431266840088	0.926944690571723	0.319188790556829	0.00491760905045464	0.00742019999315875	0.0587523635765768	0.0733936811129964	0.0627147420800548	0.0610291009645356	0.649252139666222	0.00224293177170285	0.0864112366979544	0.0323254216776044	0.0126040141913842
"SMIM22"	0.0755662601298192	0.010517480156917	0.00220387277445551	0	0.0070576527424087	0	0	0	0.00552038824443914	0	0.00605767543950671	0.00705954061459651	0.0135647409547614	0.23476376885494	0.179243644419536	0.00516006173143535	0
"DEGS2"	3.2892694489429	0.0189772491312944	0.062719555094263	0.010752345268429	0.00479753494968169	0.0384017011096356	0.010098628367338	0.104469576902516	0.191350814550614	0.0355889468327726	0.0678529580072448	0.152030620384735	0.0771027091276317	0.110808857859808	0.14950472099117	0.0478619491754061	0.028994886549039
"LCN2"	7.65471153540167	0.17936600971973	0.0193989096625388	6.98801300600441	5.37066495024006	0.321411879944835	0.00761461271758885	0.0937847404232968	0.039702221416303	0.123068591754101	0.0202206793810946	0	0.949074147146115	0.322024277055559	0.895224514319509	0.400436105485795	0.0331618600806414
"DDAH1"	0.201967771705445	0.756337669942797	1.20566983211165	0.38750895824757	0.300078406491971	0.761632176614725	1.53787756934703	0.732302778185825	0.158673699369176	0.663778199430218	0.466658901399131	0.418125924933295	1.16773140887761	0.656001439454198	0.333379148315476	0.472012601629648	0.303494768939172
"CREB3L4"	0.786214506509759	0.699066939643409	0.509470761592721	1.11095258990971	0.89629633369363	0.672950692049808	0.905175637717399	1.42906514351323	0.87991428183977	0.665394465308379	0.822578229388699	0.650897245448436	1.2702252196467	1.16326453820053	1.07016527045365	1.91613506108259	0.654418522171157
"MST1R"	0.294961259769094	0.0586323017537592	0.00503025748553122	0.032799363902117	0.00776934022931181	0.0360363137331701	0.0021708205014674	0.00355681438630426	0.00607190308484133	0.00451635381332415	0.00274194504678612	0.0252320152687623	0.00222267586887312	0.0198084582291635	0.0366877571940579	0.0246734318209574	0.0114263635582174
"ERBB2"	4.22099673723434	2.36894347696253	1.6361310555595	2.30234766677612	1.80736993062766	2.51265495293191	0.407394351354658	2.52133422567539	1.80437192394426	1.19344116619144	2.694635034367	1.04822588334502	2.67119161092391	2.41801200321253	1.7833155088966	2.11746202721895	1.7247965776011
"DUSP4"	0.83976159569981	4.85366468894433	3.86358104437002	2.32527259407207	4.97513571951412	3.93244358577307	4.01227325370382	3.69756169438194	4.23652910641147	2.90527943244381	5.39787073000912	3.64076132729184	3.87410553725982	3.31757469181763	4.11843275403817	5.09261204971028	5.16073038842782
"AQP5"	5.07411070599643	0.301553213024026	0.188516825170982	1.04786004375547	0.153665389829949	0	0.0552150292177991	1.31952041316586	0.27532930922404	0.991636033052819	0.0741825686547323	0	0	1.24679912672471	7.26036994109113	1.59115945524237	0
"DTX4"	0.0761576714392253	0.069020903959014	0.390792126620011	0.0331271896398161	0.0328044944145482	0.0299784609813563	0.0389413810361261	0.0112256880207256	0.204316532103309	0.203209049273083	0.0334949807445824	0.257407220771148	0.0956897350380313	0.0989906720428553	0.0856548059765022	0.263867003986837	0.369504747130423
"KIAA1324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CANT1"	3.2868282069726	3.22266092705435	2.89461833043643	2.90567604284155	2.91709531015151	3.13046172070408	4.188956051115	4.60205071433381	3.30842505716222	2.99340716814657	3.19028994170099	3.03946754016333	3.48381118397136	2.70163310659721	2.87811507683974	3.4957828477384	2.84607571952325
"TMPRSS3"	0.0948294281183653	0.0313507736989557	0.0127563674095284	0.0152262286846348	0.00325150565988843	0.0584203847840645	0.0605029458756117	0.0134515673299921	0.27205586677743	0.100074960658882	0.0291660889152034	0.185493001728349	0.144645584457198	0.250456873595735	0.0980933283819261	0.0332474479841871	0.0155825873822328
"HMGCS2"	0.242561179142725	0.000394669792322371	0.0019209440651979	0	0	0	0.00191565313909054	0	0.000830970155384839	0.00053019144567316	0	0	3.72824346270337	0.0218278740295459	0.0850905650968571	0.00107012504154412	0.00141669385205271
"GPR35"	0.200841930308631	0.0696422834046233	0.267622180833363	0.109818418077448	0.074363972435475	0.19856988701088	0.171595293571678	0.255883560863892	0.171412604124651	0.255813136219798	0.387849582972957	0.381448542838811	0.103941915294693	0.162825690203752	0.162063577741384	0.138105644730708	0.153433081626215
"DUOX2"	0.395907099052988	0.00445974438236844	0.00206149315511142	0.00192399321104194	0.00456903870933396	0.00117219980364179	0.00511161549214154	0	0	0.0022178518590856	0.0013772532157299	0	0.000540745258409238	0.0143229580524484	0.00682425525416418	0.00259706317890404	0.0039037648402222
"IQGAP2"	0.927870978224611	2.30355823143401	3.20348551134133	1.50460642539327	0.916643272564711	2.06124212216813	1.37276873371418	2.80798316724828	3.19865104151813	2.74926727750458	1.97062183603547	2.90181705461507	3.84285685884571	3.18851821431153	1.75531408520026	4.99689409120893	2.58333769152479
"ABHD2"	4.58015263635035	7.13548642762107	5.94043280105021	4.95954294030318	7.02805473005561	7.95873283271288	6.12865113523217	5.98463355505885	4.69927405037563	4.39054811863614	6.28013341557055	7.07178782927422	6.76689576022591	5.35051622301969	6.98984126824011	6.05537772065176	8.66463040805337
"PSCA"	0.23411303485398	2.15478897644394	0.476061624930987	0.183636169564212	0.120849968406718	0.0182139563435715	0.0136342366020265	0	0.266245049822757	0.210561749728017	0.0171088067237838	0.0453611334195052	0.136845361379083	0.100856701032228	0.526471029392252	0.172017464732345	0.00489520829842571
"GDF15"	0.935599653703202	4.32868345168645	4.58586950093674	2.61469688385602	2.77511447935239	1.9408931883817	1.6373429722169	1.12837742417078	4.56186751175397	5.39217798131611	4.74887852132328	4.66370010357433	5.41430912881342	6.69782648185248	5.64345312452364	0.465715403181339	6.61146143405356
"FCGBP"	2.297611104886	0.170521302606876	0.0733938281692865	0.630978526926922	0.116073076899058	0.566351682944037	0.375810171280697	0.290912699113666	0.108507825659653	0.371540922673598	2.18322536764661	0.317712294388745	0.0253732141170962	1.07509948271033	0.102075468264353	0.0179884775964116	0.0566206740990394
"ASRGL1"	2.4674833813531	2.8314481860508	4.05609818042923	2.55041317907643	2.42549996607774	3.45471834821479	1.56479927010208	1.70323371659977	5.38111307764509	3.58373412334538	3.66780998717283	3.35990995669453	2.34660937055943	3.11268161079892	3.66695826612579	4.46193279030626	3.90221269953282
"SLC45A3"	0.574893032239735	0.685765323268633	0.767317846606893	0.754764524547592	0.307475684284544	0.476787953140467	0.58551659096232	0.575162296078649	0.239155134683497	1.17387183202882	0.362026120193145	1.78198165000733	0.999594348668052	0.788190346568977	0.201376237820394	0.659918086965942	0.501212978172295
"CEACAM7"	0.314061034860594	0.00631441526255239	0	0.0030816483985805	0	0	0	0	0	0.00358522210967794	0	0	0.00736789531357293	0.00886370466124043	0.293927357680785	0	0
"MUC4"	0.0246257269916971	0.000272811175632922	0.000643313926775502	2.97189790988468e-05	6.78900940490263e-05	0	0.00577787383021838	0	0.000338721018461945	0.000828811294090725	0.00060986894512782	0	0.000609903597008404	0.0445250516251919	0	0.000108085999644207	0
"SLC40A1"	1.21464474478558	2.88081722567755	4.10226300008582	1.42947394344172	1.1783898142112	1.1315551237519	2.39234905125214	2.27353554278041	2.48302847620198	1.97487258862252	1.53725623008373	2.57598601406833	3.88901964980254	4.22320356279786	1.77256090033402	3.28054194215532	0.451039257268188
"DUOXA2"	0.0430788165227625	0	0	0.000964271360156429	0	0.00124011644551293	0.00112704903334513	0	0	0	0	0	0	0.00516894083164808	0.00263814357926013	0	0
"PPP1R1B"	0.133692158244147	0.0760587407475201	0.201902004934351	0.319284960971139	0.0246210951503435	0.0697125588820128	0.152049077640608	0.00988680396298216	0.0166532717429398	0.0455820748774897	0.269818933874592	0.00777620398274167	0	0.544099860866388	2.42329021942813	0.225062646933874	0
"QSOX1"	2.15910150090072	1.67834509423795	1.8110799809567	3.13861841085004	1.84744181821318	2.66225224435915	4.24566285196654	2.60884186668147	2.92386778037796	1.79470161526935	1.89781671975427	1.44451243259015	1.74031837603459	1.68552257620583	2.14690462639076	1.94241253646594	1.87058831913261
"CXCL17"	1.68720663028498	0.0110962683876361	0	0	0.012658634499598	0	0	0.0224741030475403	0.135695854982064	0	0.00486480977866898	0	0.0266826544852848	3.93662163753165	0.0558489305245968	0.010727204982785	0
"WFDC2"	0.607455437973651	0.0591309028951515	0.0129262012275683	0.148270010786483	0.100964605750293	0.151823354889338	0	1.65253723671918	0.132433357043214	0.11117822650716	0.00545305949153608	0.0306216932901484	0.124468161592539	3.18353515197048	0.146042695817133	0.0906960250421181	0.0125230833363583
"ADAP1"	0.395057967321386	0.850016096309721	0.494369691921162	1.02572840550609	0.83118917976593	0.421824384831985	0.331582032698512	0.28439804776454	1.39269508569893	0.663825810855555	0.355380274909002	0.702324102552524	0.337835515226443	1.37469003848244	0.333742188304445	0.525653952666846	0.635166814425639
"CDH17"	0.00491088052721413	0.000386442692941656	0.00287545145574639	0.0164595412249303	0.00176078367826992	0.0115421606933735	0.00147430920118774	0.0035922290309268	0.000768844907369364	0.0018175116114927	0.000402611703763477	0.00496981661093162	0	0.0189231179192925	0	0.00110704337857355	0
"RND1"	0.188703593385399	0.0557452018684073	0.0327592040487655	0.0119226971871106	0.0188565195667987	0.0346738722910876	0.00786516346098495	0.0642409854179874	0.0187750014977042	0.0172694040090561	0.0489382434533376	0.0593275533806374	0.570898748010109	0.0630618721220716	0.0278291277482363	0.0136255427850518	0.0554584199925617
"EPS8"	0.500593554047836	2.84417000221725	1.90688385551717	1.30018773121224	1.8483463650044	1.50646889209107	1.78677292561292	1.16087673633569	1.89845772085518	1.79063128225362	2.52120712098548	1.01567729699707	1.94193851147946	2.42270282558196	1.70326174656305	2.53093619135105	1.48672840878685
"AOC1"	3.47654330472233	0.435758151054141	0.725173669734156	0.583128967778031	0	0.383171078682528	0.312631700127418	1.52511944988133	0.373957575564638	0.570034979712596	0.0674302722477796	1.49459363213465	2.48890221449164	0.699556724446006	1.77480405659274	0.0297614055703667	0
"SORD"	1.34982308415093	0.74963994306692	0.415793597800185	0.793071924362078	0.389547548056154	0.491662475786851	0.649826162573473	0.396845737093014	0.655814451766249	0.779389937609547	0.874305691210139	0.529475087523297	2.56241727045143	1.20287276029663	1.03237154091331	1.24173863357207	0.799615202149324
"MUC3A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANXA10"	0.702902862282828	0	0	0	0	0	1.90090911708622	0	0	0	0.0493878466323467	0	5.02957778820096	0	0.158779736192661	0	0.077641074841643
"ASAH1"	6.52480033652654	8.85572730432696	10.2160897953772	6.74772875818173	8.82425678774731	8.20922015976391	6.68371460809749	5.85219940132881	9.88165590320446	9.08421347948652	8.67973764253113	7.20545812079101	9.6485632455266	9.18337779958068	8.56543883886841	10.9393795951531	9.86746142552518
"FBP1"	0.23326592138503	0.310390312652083	0.270499504222695	0.199820214097025	0.03964390893489	0.439323586089723	0.191354398481001	0.0611679873658239	0.447254259422127	0.468434421782131	0.314167946111145	0.168467165264493	2.26064201845306	0.266154408177679	0.154050327643732	0.064157075710976	0.146934670065256
"TMPRSS4"	1.4735780802157	0.00259418201333253	0.00161234525225276	0.0033073148715196	0	0.000493609955501205	0.000370795069594517	0	0.000972434268913978	0.00123119046039253	0.00104386777220329	0	0.00872514036264054	0.0144951453042889	0.0037081088492938	0	0.00163310668310533
"SCGB2A1"	0.0235568270650271	0.00860551960446927	0	0.00856106456635598	0	0	0	0	0	0	0	0	0	0.0401511234116752	0.129477588171868	0	0
"CD55"	1.33801209058093	1.52568082519784	0.99197066157926	1.68320299514017	1.32714777800961	1.83505445725891	1.25084156770615	0.625749204295188	2.35123747075236	0.774810365131619	0.725119640093308	0.845179929983043	1.07178205353117	0.899672356018297	1.27111914941839	1.316447540335	0.802818777897664
"C1orf116"	6.87592856787751	0.836120706284433	0.325260685796839	0.0634970508275726	0.288303993739655	0.217574698057177	0.276261284879176	0	0.414397049845659	0.455489060006402	0.421311357592144	0	0.738122785567429	4.9483242799747	2.76627172601812	0.656580928728034	0.0553241482872544
"PDZK1IP1"	5.91754268921588	0.00723068414653027	0.00620652999634496	0.015564003403168	0.0989148575327769	0	0.0168063518630594	0	0.0482188040562141	0.0340205140951396	0.0177015446452103	0.00976968813496415	0.103779331407827	0.359993072849434	0.217123262914016	0.0722532667983667	0.00400556779728472
"GALNT6"	1.17925149292377	0.0551499420462228	0.182591097636276	0.0553761881322291	0.0261764083963604	0.0784979684653826	0.704656619934161	0.110689607216829	0.101139864801169	0.127859655211575	0.0729341279818837	0.493216998685259	0.0432881660519514	0.0643497437663513	0.0327574601611248	0.0858142251428274	0.277172535410901
"PGAP3"	1.92242234598252	1.53923336509853	1.34370052216619	1.58990257183175	1.30325849895731	1.65157519148537	0.774335760863834	2.3058522552002	2.01454132697767	1.13690619581502	1.63852004342093	1.54838049442255	1.95838891987251	1.31382534626962	1.48541614081856	1.36837007057129	1.66961368465213
"USH1C"	0	0.000533905050705522	0.00112664718007488	0.00204599621139889	0.000888206946087816	0	0	0	0	0	0	0.00280384188981779	0.0127161877418149	0.00313858777930076	0.000691830657874357	0.00255747810056177	0
